name,en_name,category,origin,abv,description,image_url
사무엘스미스 요크셔 스팅고,Samuel Smiths Yorkshire Stingo,Beer,영국,9%,"Some of the oak casks at Samuel Smith’s date back more than a century with the individual oak staves being replaced by the Old Brewery coopers over the years. Gradually the casks soak in more & more of the character of the ale fermented in stone Yorkshire squares. Yorkshire Stingo is aged for at least a year, matured in these well-used oak casks in the brewery’s underground cellars deriving fruit, raisin, treacle toffee, Christmas pudding and slight oaky flavours, before being further naturally conditioned in bottle.
LIMITED AVAILABILITY
Best served at about 51°F (11°C).
Ingredients • water, malted barley, cane sugar, hops, yeast.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_yorkshire_stingo.png
사무엘스미스 윈터 웰컴 에일,Samuel Smiths Winter Welcome Ale,Beer,영국,6%,"This seasonal 맥주 is a limited edition brewed for the short days and long nights of winter. The full body resulting from fermentation in ‘stone Yorkshire squares’ and the luxurious malt character, which will appeal to a broad range of drinkers, is balanced against whole-dried Fuggle and Golding hops with nuances and complexities that should be contemplated before an open fire.
LIMITED EDITION SEASONAL BREW
Best served at about 51°F (11°C).
Ingredients • water, malted barley, yeast, hops, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_winter_welcome.png
사무엘스미스 오가닉 위트,Samuel Smiths Organic Wheat Beer,Beer,영국,5%,"Wheat 맥주 has always been known as an elixir or tonic; especially when unfiltered with the brewer’s yeast still in the bottle. Organic Wheat 맥주 is golden, fruity – the naturally occurring fruit esters from the yeast give prominent citrus and banana flavours – and thirst quenching.
Serve chilled at 44°F (7°C) with an optional slice of lemon.
Ingredients • water, organic malted wheat, organic malted barley, yeast, organic hops, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_wheat.png
사무엘스미스 오가닉 사이더,Samuel Smiths Organic Cider,Beer,영국,5%,"A medium dry cider with brilliant straw colour, light body, clean apple flavour and a gentle apple blossom finish. Samuel Smith’s makes this cider at a small, independent British brewery, the oldest brewery in Yorkshire.
NATURALLY GLUTEN FREE
Best served at about 44°F (7°C).
Ingredients • water, organic apple concentrate, organic cane sugar, malic acid, yeast, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_cider.png
사무엘스미스 오가닉 페리,Samuel Smiths Organic Perry,Beer,영국,5%,"A dry, sparkling pear cider with glowing pale straw colour, smooth body, crisp but rich flavour and the gentle aroma of a summer pear orchard. Samuel Smith’s makes this perry at a small, independent British brewery, the oldest brewery in Yorkshire.
NATURALLY GLUTEN FREE
Best served at about 44°F (7°C).
Ingredients • water, organic pear concentrate, organic cane sugar, malic acid, yeast, organic pear extract, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_cherry.png
사무엘스미스 오가닉 체리,Samuel Smiths Organic Cherry Fruit Beer,Beer,영국,5.1%,"Handcrafted at the tiny All Saints Brewery set in a time warp in Stamford using the old manually operated brewing equipment. Finest organically grown barley and wheat are used to create a  complex ale which, having undergone primary and secondary fermentation with different yeasts and extended maturation, is taken to Samuel Smith’s small, independent British brewery at Tadcaster. There it is blended with pure organic cherry, strawberry, raspberry or apricot fruit juices and more organic 맥주 to create fruit 맥주s of considerable strength and flavour. The smooth distinctive character of the matured 맥주 serves as the perfect counterpoint to the pure organic fruit juice.
Ingredients • Water, organic malted barley, organic malted wheat, organic cane sugar, organic cherry concentrate, organic cherry extract, organic hops, yeast, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_perry.png
사무엘스미스 오가닉 스트로베리,Samuel Smiths Organic Strawberry Fruit Beer,Beer,영국,5.1%,"Handcrafted at the tiny All Saints Brewery set in a time warp in Stamford using the old manually operated brewing equipment. Finest organically grown barley and wheat are used to create a  complex ale which, having undergone primary and secondary fermentation with different yeasts and extended maturation, is taken to Samuel Smith’s small, independent British brewery at Tadcaster. There it is blended with pure organic cherry, strawberry, raspberry or apricot fruit juices and more organic 맥주 to create fruit 맥주s of considerable strength and flavour. The smooth distinctive character of the matured 맥주 serves as the perfect counterpoint to the pure organic fruit juice.
Ingredients • water, organic malted barley, organic malted wheat, organic cane sugar, organic strawberry concentrate, organic strawberry extract, organic hops, yeast, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_strawberry.png
사무엘스미스 오가닉 라즈베리,Samuel Smiths Organic Raspberry Fruit Beer,Beer,영국,5.1%,"Handcrafted at the tiny All Saints Brewery set in a time warp in Stamford using the old manually operated brewing equipment. Finest organically grown barley and wheat are used to create a  complex ale which, having undergone primary and secondary fermentation with different yeasts and extended maturation, is taken to Samuel Smith’s small, independent British brewery at Tadcaster. There it is blended with pure organic cherry, strawberry, raspberry or apricot fruit juices and more organic 맥주 to create fruit 맥주s of considerable strength and flavour. The smooth distinctive character of the matured 맥주 serves as the perfect counterpoint to the pure organic fruit juice.
Ingredients • water, organic malted barley, organic malted wheat, organic cane sugar, organic raspberry concentrate, organic raspberry extract, organic hops, yeast, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_raspberry.png
사무엘스미스 알콜 프리 샘 브라운 에일,Samuel Smiths Alcohol Free Sam’s Brown Ale,Beer,영국,0.5%,"A superior alcohol free ale, less than 0.5%ABV, dark brown in colour with mahogany highlights and a lingering tight ecru head. The nose is malt forward and the 맥주 is dry and satisfying. The dry malty character is an excellent complement to spicy food. The bottle label is based on an advertising poster used by Samuel Smith’s in the 1950s.
Best served at about 55°F (13°C).
Ingredients • water, malted barley, yeast, hops.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_free_sams_brown_ale.png
봄의 모양,Shape of Spring,Beer,한국,5.3%,"‘봄의 모양’은 봄의 시작을 알리는 맥주로 스타일은 세종(Saison)입니다. 옛 벨기에 농부들의 맥주가 그러했듯 보리 맥아를 베이스로 밀, 귀리, 호밀 등 다양한 곡물을 사용했고 아울러 산뜻함과 드라이한 피니시를 위해 제주 감귤꽃에서 채취한 야생꿀을 더했습니다.

1차 발효는 양조팀에서 선별한 세종 효모로 진행되었으며, 발효 후에는 Citra와 Azacca로 드라이 호핑 했습니다. 1차 발효가 끝난 맥주는 추운 겨울이 오기 전인 11월에 병과 케그로 나누어 담았고 양조장 셀러에서 네 달 동안 추가로 숙성과 안정화 과정을 거쳤습니다. 모든 과정은 나무통이 아닌 스테인리스 용기에서 진행했습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/shape_of_spring.png
뽀할라 수빌라,Põhjala Suvila,Beer,에스토니아,3.8%,"A hazy DDH session IPA brewed with juicy Citra and Mosaic hops.

Taste: Sweet biscuity malts mix with a pillowy soft oat malt body that gets layered with tropical fruits and tinned nectarines. A touch of fresh hoppy bitterness comes in at the end, balancing out the sweetness and making you crave another sip.

Appearance: Hazy yellow with a white head.

Nose: Fresh white peaches and juicy pineapple mingle with fresh citrus zest, filling the room with fragrant new world hop aromas.

Malts: Pilsner zero, Oat malt, Dextrin malt, Golden promise low colour, Maltodextrin

Hops: Citra, Mosaic, Vic Secret, Columbus",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/suvila.png
뽀할라 라아거,Põhjala Laager,Beer,에스토니아,4.7%,"A crisp easy drinking lager brewed for every occasion.

Taste: A crisp hoppy bitterness combines with delicate notes of toasted biscuit and freshly baked white bread.

Appearance: Pale yellow with a frothy white head.

Nose: Floral hops and rich bready malts are joined by just a hint of white pepper to create a classical lager aroma.

Malts: Pilsner zero, Dextrin malt, Wheat malt, Munich malt

Hops: Magnum, Tettnang, Hallertauer Mittelfrüh",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/laager.png
뽀할라 비르말리제,Põhjala Virmalised,Beer,에스토니아,6.5%,"A powerful and hoppy IPA that uses a blend of American hops, giving the beer a fresh citrus and grapefruit punch. Contains barley malt.

Taste: Initially pink grapefruit juice will wash over your tongue, with a zing of lively carbonation that follows you all the way down. Lime zest and even a hint of peppercorn can be found if left on the tongue, before the massive mango kick knocks through your teeth.

Appearance: Deep orange with a crisp white head.

Nose: The first flavour to jump out at you and pull you in is the fresh flavour of ripe mango – transforming into a candied grapefruit zest. Coming in just moments later is the seductive smell of sweet orange juice in the morning.

Malts: Pilsner Zero, Cara pale, Crystal 150

Hops: Columbus, Citra, Yellow Sub, Azacca

Translation: Aurora Borealis (The Northern Lights)",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/virmalised.png
뽀할라 프란츠라우어 0,Põhjala Prenzlauer 0,Beer,에스토니아,0.5%,"A rich and creamy non-alcoholic sour beer, brewed with raspberries.

Taste: Smooth, fresh oats mix with sweet lactose to give a full and creamy body balanced by a fresh raspberry taste. Gentle acidity comes through on the aftertaste with more raspberries following, letting this slide down easy as perfect accompaniment to a sunny day.

Appearance: Rosé pink with a brief white head.

Nose: Fresh raspberry and hints of sweet malts combined with invitingly creamy hints of vanilla and zesty acidity.

Malts: Pilsner zero, Dextrin malt, Golden naked oats, maltodextrin, lactose

Hops: Hallertau Blanc, Hüll Melon, raspberries",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/prenzlauer-0.png
뽀할라 툰드라,Põhjala Tundra,Beer,에스토니아,0.5%,"A refreshing citrus-forward non-alcoholic IPA brewed with spruce tips.

Taste: Overripe mango and melon mix with oat biscuits and fresh citrus. Hints of refreshing spruce resin and a pleasant tingle of carbonation join the aftertaste, with a final touch of freshly zested lemon.

Appearance: Burnt orange with a brief off white head.

Nose: Bright lemon and mixed citrus zest combine with tropical pineapple notes to create an enticing juicy mixed fruit bowl aroma. Hints of freshly sliced white bread and grains mix with a delicate floral touch.

Malts: Dextrin malt, T50 malt, Crystal 150, Golden naked oats, Maltodextrin, Lactose

Hops: Citra, Yellow sub, Spruce tips",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/tundra.png
뽀할라 오렌지 고제,Põhjala Orange Gose,Beer,에스토니아,5.5%,"A citrus-forward gose brewed with Oranges, Coriander, Himalayan rock salt, and our house culture of lactobacillus.

Taste: Refreshing citrus sour notes come through mixed with hints of fresh rye fields, and balanced out by a sweet, jammy orange juiciness. Even more floral zest shines through as the glass warms.

Appearance: Golden orange with a brief white head.

Nose: Freshly peeled citrus, hints of exotic spicy coriander, and some tropical guava on the nose, with some inviting hints of saltiness.

Malts: Pilsner Zero, wheat malt, rye malt, cara pale

Hops: Hallertau Blanc, HBC 431",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/orange-gose.png
뽀할라 코스모스,Põhjala Kosmos,Beer,에스토니아,5.5%,"An intergalactic IPA brewed with huge amounts of Citra and Mosaic.

Taste: Sweet hops dominate, with a light malt backbone underneath. Tropical fruits and fresh citrus make up the bulk of this nectar like beer, with juicy notes and a low bitterness clearing the way for another glass.

Appearance: Hazy yellow with a white head.

Nose: Huge notes of papaya, lychee, lime zest, and pineapple dominate, with a strong undercurrent of freshly picked citrus and passionfruit.

Malts: Pilsner Zero, flaked wheat, flaked oats

Hops: Mosaic, Citra, El Dorado, Vic Secret

Translation: Space",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kosmos.png
뽀할라 헬지,Põhjala Helge,Beer,에스토니아,5%,"A gluten free hazy pale ale brewed with juicy tropical new world hops. Contains less than 20mg of gluten per kg.

Taste: Sweet citrus fruits and deliciously overripe pineapple rolls around the tongue before being joined by fresh coconut and a pleasantly sweet and creamy oat mouthfeel, matched with a delicate tingling carbonation. Peach and bright stone fruits join in and a juicy, refreshing, passionfruit-like hop character lingers on the tongue.

Appearance: Hazy yellow with a white head.

Nose: Freshly zested lime, stewed pineapple, fragrant mango, and hints of toasted coconut jump out the glass, serving you vibrant juicy tropical aromas.

Malts: Pilsner, Flaked oats, Golden naked oats, Oat malt, Dextrin malt, Maltodextrin

Hops: Sabro, El Dorado, Vic Secret, Galaxy, Simcoe",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/helge.png
뽀할라 오투,Põhjala Õhtu,Beer,에스토니아,5.5%,"An easy going porter brewed with oats and rye, bursting with vanilla and chocolate flavours.

Taste: Sweet caramel malts jump out first, with red berries and hints of smooth morning coffee following — a light nuttiness and toffee follows, with huge chocolate notes coming in, all washed down with a creamy vanilla finish.

Appearance: Jet black with a brief brown head.

Nose: Rich chocolate and hazelnut jump out with coffee and vanilla following and just a hint of birch forest in the background.

Malts: Munich malt, Pilsner Zero, Flaked oats, Cara pale, Cara 150, Cara 300, Carafa 2 special, Chocolate malt, Birch smoked rye malt, Lactose

Hops: Magnum, First Gold

Translation: Evening",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/ohtu.png
뽀할라 우스마임,Põhjala Uss Maailm,Beer,에스토니아,4.7%,"A hop-forward California-inspired session 맥주. Brewed with oat flakes for an extra silky mouthfeel. Hopped and dry hopped with a blend of New World hops (Galaxy and Mosaic). Contains wheat and barley malts and unmalted oats.

Taste: Dry and clean, this tastes as it smells – joining the fruity nose is a lemon and lime kick, with just enough bitterness to balance it out.

Appearance: Pale golden with a cloudy haze and fluffy white head.

Nose: Rising from the glass will be an intensely fruity punch bowl – tropical pineapple and passionfruit combining with ripe juicy peach and a hint of white grape must.

Malts: Pilsner Zero, Wheat malt, Oat flakes, Cara pale

Hops: Magnum, Galaxy, Mosaic

Translation: The New World",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/uus-maailm.png
뽀할라 무스트 쿨드,Põhjala Must Kuld,Beer,에스토니아,7.8%,"A rich porter with smooth honey notes. Brewed with lactose for that extra silky texture. Enjoy on its own or as a dessert at the end of a decadent meal. Contains barley malt and lactose.

Taste: As with the aroma, chocolate will come through first and foremost – this time a creamy white chocolate. Balancing this is a suggestion of delicate coffee with a decadent hint of raspberry and blackcurrant.

Appearance: Jet-black with a crema-like head.

Nose: The aroma of smooth milk chocolate will pour out of the bottle when opened, quickly followed by both honey and blackcurrant jam.

Malts: Pilsner Zero, Munich malt, Cara pale, Crystal 50, Crystal 150, Crystal 200, Carafa type 2 special, Chocolate malt, Lactose

Hops: Magnum, Goldings

Translation: Black Gold",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/must-kuld.png
뽀할라 웨에,Põhjala Öö,Beer,에스토니아,10.5%,"An Imperial Baltic Porter as dark as the Estonian winter nights. Strong enough to keep you warm through the cold evenings.

Taste: A rich body comes through at first. Initially the espresso-like acidity is balanced by a sweet taste of caramelised toffee. As your glass warms up you should expect to taste redcurrant, mixed with a dark chocolate, washed down with a slight alcoholic warmth.

Appearance: Pitch black - as dark as the night sky, with an opaque brown head.

Nose: A clean burnt sugar dominates, immediately giving way to rich dark fruits - plums, raisin, and fresh cranberries. Eventually, a roasted smokiness emerges, like a distant bonfire on the horizon.

Malts: Pilsner Zero, Munich, Carafa II Special, Special B, Chocolate malt, Crystal 300, Demerara sugar

Hops: Magnum, Northern brewer

Translation: Night",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/oo.png
뽀할라 필키,Põhjala Pilky,Beer,에스토니아,5%,"A refreshingly modern German-style pilsner.

Taste: A crisp and clean malt base leads into zesty citrus and hints of sweet honeydew melon followed again by a light biscuity maltiness somewhat reminiscent of pancakes and grandmother’s house in summer. Gentle but assertive hop bitterness finishes off, whilst being washed down by an elegant level of carbonation.

Appearance: Pale straw yellow with a light haze and frothy white head.

Nose: Fresh lemongrass and delicate elderflower lead you into the glass, and as carbonation releases further aromas a lightly toasted wheat bread appears on the nose.

Malts: Pilsner Zero, Wheat malt, Munich malt

Hops: Tettnang, Saphir, Spalter Select",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/pilky.png
뽀할라 라이 리버,Põhjala Rye River,Beer,에스토니아,4.5%,"A malt forward session style ale brewed with malted and unmalted rye.

Taste: Like a well-baked loaf of bread straight from the oven the first tastes come from sweet malts with just a hint of caramelised sugar. Spicy rye joins as the beer warms, with notes of black pepper and slightly flamed orange zest. Gentle carbonation helps lift the smooth body and leaves a mouthwatering spicy sweetness on the aftertaste.

Appearance: Burnt amber with an off-white head.

Nose: Sweet toasted rye bread topped with orange jam, and a delicate aroma of honey and caramel and meadow flowers in spring bloom.

Malts: Munich malt, Pilsner Zero, Amber malt, Red malt, Rye malt, Red Rye Crystal malt, Flaked rye

Hops: Columbus, Yellow Sub, Hüll Melon",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/rye-river.png
뽀할라 토름,Põhjala Torm,Beer,에스토니아,8%,"A strong sour and salty wheat beer brewed with lingonberry, heather tips, and honey.

Taste: First comes an inviting honey like sweetness and sourdough bread, balanced by a cascade of lingonberry and fruit character. Smooth wheat slides in, followed by freshly zested lemon riding in with the acidity, whilst a crisp berry bitterness comes through on the aftertaste.

Appearance: Rose gold with a light pink hue.

Nose: Lingonberries and freshly blooming heather.

Malts: Pale malt, Wheat malt, Flaked Spelt, Flaked Wheat

Hops: HBC 431, Coriander seeds, Lingonberries, Honey, Heather tips, Himalayan pink salt",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/torm.png
뽀할라 포레스트뱅어,Põhjala Forest Bänger,Beer,에스토니아,12.5%,"A banging Imperial stout brewed with smashed rowan berries, Estonian juniper wood, and smoked malts.

Taste: Smooth, rich berries mix with an explosion of smoke and spice - fennel, molasses, grape, pine resin and the hint of pipe tobacco.

Appearance: Jet black with a dark brown head.

Nose: Freshly chopped juniper wood and tarry, campfire smoke mingles with overripe rowan berries, freshly fallen from the tree branches. Hints of moss and light marzipan follow, with an assertive touch of steeped Lapsang Souchong black tea leaves.

Malts: Pale malt, Munich malt, Carafa Special T-2, Dark chocolate malt, Chocolate rye malt, Birch smoked rye malt, Special B, Cara 300, Cherry smoked pale malt, Peated malt, Flaked oats, Demerara sugar

Hops: Columbus, First Gold, Rowanberries, Juniper wood",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/forest-banger.png
뽀할라 포르치니,Põhjala Porcini,Beer,에스토니아,9%,"A salted Baltic porter brewed with porcini mushrooms and smoked malts.

Taste: Smoked mushrooms and dark chocolate, mineral salt and gentle umami notes come through first. Toasted oak and hints of red fruits follow, before a more prominent and distinctive porcini note joins in, layering a full mouthfeel with yet more umami. Gentle bitterness follows, with just a hint of sweet biscuity malt to finish, leading you out of the woods and back to civilisation.

Appearance: Pitch black with a brief dark coffee-like foam.

Nose: Like the open door of an old smoke sauna, aromas of juniper, birch, and hints of fried porcini come through with hints of honey and spice.

Malts: Pale malt, Carafa T-2 Special, Pear smoked rye malt, Flaked oats, Cara pale, Chateau biscuit malt, Cherry smoked rye malt, Peated black malt, Peated rye malt, Peated malt, Crystal 300, Birch smoked rye malt

Hops: Columbus, Chinook, Porcini mushrooms, Himalayan pink rock salt",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/porcini.png
뽀할라 포트오버이지,Põhjala Port Over Easy,Beer,에스토니아,10.5%,"Collab with Jester King. A Baltic Porter brewed with carmelised Estonian birch syrup and Texan soul, aged in Port Wine barrels.

Taste: Sweet sticky port wine comes through followed by a slight vanilla taste, reminiscent of toasted Juniper branches and stewed mulberries - lingering on the finish is a smooth taste of mineral rich birch syrup, as if poured over freshly made oat porridge served with a side of plum jam.

Appearance: Jet black with a reddish-brown head.

Nose: Rich raisins, dark chocolate, and candied almonds leap out of the glass, with a fresh aroma of the forest.

Malts: Pale malt, Munich malt, Rye malt, Flaked oats, Carafa 2 Special, Cara Pale, Chocolate malt, Cara 150, Dark Birch syrup, Demerara sugar

Hops: Northern Brewer",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/port-over-easy.png
뽀할라 놈므,Põhjala Nõmme,Beer,에스토니아,6.5%,"Birrificio Italiano collab. Traditional style ale brewed with birch bark, juniper, and spruce tips

Video: The making of Nõmme ↗

Taste: Refreshing juniper jumps out at first, before the birch juice comes and leaves a long lasting body. A sweet malty almost sahti-like mouthfeel rounds out the taste with a hint of acidity following it, before being washed down by the fresh zest of the spruce. Finally, juniper leaves a lingering freshness on the tongue.

Appearance: Straw golden with a white head.

Nose: Strong birch and ready malts on the nose with just a hint of fragrant citrus fruits.

Malts: Pilsner malt, pale malt, munich malt, rye malt

Hops: Eureka, Bramling X, birch bark, juniper branches, spruce tips",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/nomme.png
뽀할라 라우가스,Põhjala Laugas,Beer,에스토니아,12.3%,"A traditional ale, spiced with Estonian herbs, caraway and juniper berries, aged in bourbon barrels.

Taste: Rich sweet malty notes come through, before being dashed through with the somehow citrusy taste of juniper berries drying by a fireplace. Earthy spices then appear, including long forgotten herbal aromas that are strangely familiar, as if remembering a childhood hike through nature, or the wild, gnarly, primeval end of your grandmothers herb garden.

As the beer warms, even the bitterness starts coming through as a rounded, medicinal quality rather than aggressive hops.

Finally, the gentle carbonation lifts the creamy notes from the bourbon barrels, adding a delicate smoothness to the beer.

Appearance: Copper red with a quickly fading beige head.

Nose: Bourbon vanilla and toffee comes through at first, joined by hints of a jammy Berry character. As the head dissipates some aromas of farmhouse bread spice start to dominate, before being joined by a sweet and spicy herbal character - rosemary, eucalyptus and more.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/laugas.png
뽀할라 메츠,Põhjala Mets,Beer,에스토니아,7%,"A forest-inspired black IPA brewed with hand picked spruce tips and forest blueberries.

Taste: A rich citrus hop character and intense lemony touch from spruce tips hit the tongue first. Berries and red fruits - blueberries, raspberries, and redcurrant come through, balanced by an assertive bitterness. Slight coffee notes compliment a rich caramel maltiness.

Appearance: Jet black with a dark brown head.

Nose: Spruce tips, blueberry leaves, pine resin jump out of the glass - the smells of a forest morning after rainfall.

Malts: Pale malt, Munich malt, Cara Pale, Cara 150, Cara 300, Black Malt, Carafa Type 2 Special, Flaked Barley

Hops: Magnum, Amarillo, Columbus, Mosaic, Yellow Sub, spruce tips, forest blueberries",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/mets.png
뽀할라 칼라나,Põhjala Kalana,Beer,에스토니아,8%,"Brown ale brewed with hand picked pine needles from Kalana village and fresh vanilla pods.

Taste: Toasted dark rye bread with a resiny, pine kick - more vanilla follows through and merges with the sweetness of the malt, leaving a full and creamy aftertaste.

Appearance: Deep brown with a fluffy cream head.

Nose: Rich, sweet, vanilla creme brûlée comes through, followed by a malty sweetness - hints of a winter forest come through, beckoning you to explore.

Malts: Pale malt, Munich malt, Cara 50, Brown malt, Cara pale, Flaked oats, Rye malt, Amber malt, Cara 150

Hops: Magnum, Centennial, Simcoe, Pine needles, Vanilla pods",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/kalana.png
뽀할라 Château Noir,Põhjala Château Noir,Beer,에스토니아,12%,"A vinous Imperial Baltic Porter aged in 2017/2018 Bordeaux red wine barrels and Pedro Ximenez barrels.

Taste: Staring off with rich, barrel forward notes of oak, cloves, and vanilla Château Noir then leads you down a moonlit path through your very own vin-yard plucking sweet jammy flavours of blackberry and raisins along the way, with hints of tart cherry and vinous tannins to take in as the beer warms. Finally you are hit with an indulgent finish of dark chocolate and cascara, with faint aromas of jasmine and honeysuckle as the night closes around you.

Appearance: Jet black with a dark brown head.

Nose: Smoked plums, pomegranate molasses, and sweet caramel coated cranberries, with a delicate hint of warming winter spices inviting you in.

Malts: Pilsner, Munich malt, Pale malt, Carafa special T-2, Special B, Dark chocolate malt, Chocolate rye, Cara 300, Cara 150, Red ale, Flaked barley, Demerara sugar

Hops: Northern Brewer, Magnum, Chinook, Simcoe, Pacifica",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/chateau-noir.png
뽀할라 야쿠 레이브,Põhjala Jätku Leiba,Beer,에스토니아,12.5%,"A rich Imperial Porter brewed with toasted rye flakes, aged in Bourbon and American Rye Whiskey barrels.

Taste: Dried plums and hints of winter spices dominate, with a silky smooth lingering caramel aftertaste.

Appearance: Pours dark blackish brown like a roasted rye bread with a dark brown head.

Nose: Oven fresh rye bread and jam, hints of cracked black pepper and juniper branches, followed by notes of toffee and burnt sugar. As the glass warms up leather and hints of tobacco pipe smoke join in, with an expressive aroma of oak.

Malts: Munich, Pale ale, Vienna, Pilsner zero, Finest Pale ale, Amber malt, Carafa special T-2, Chocolate rye, Brown malt, Flaked oats, Oat malt, Golden naked oats, Red rye crystal, Special B, Red malt, Caramel pale, Dark chocolate malt, Cara 300, T-50, Toasted rye flakes, Muscavado sugar, Demerara sugar

Hops: Chinook, Columbus, Magnum, Eureka, Northern Brewer, Hull melon",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/jatku-leiba.png
뽀할라 곤 캠핑,Põhjala Gone Camping,Beer,에스토니아,11.5%,"An epic Imperial Stout aged in Rum, Mezcal, and Scotch for 11 months, inspired by good times around a campfire with friends.

Taste: Sweet maple syrup mixes with rich oaky tannins and dark chocolate, coating the tongue before offering a spicy lingering taste of chewy liquorice.

Appearance: Jet black with a brown cream-like head.

Nose: Rich, burnt sugar and molasses is buffered by hints of espresso and raisin. Lingering long enough in the glass and warming up this beer starts to reveal hints of sweet spiced rum, pipe tobacco, and smoke, like the last burning embers of a roaring campfire.

Malts: Pilsner zero, Pilsner, Munich malt, Carafa special T-2, Dark chocolate malt, Aromatic malt, Cara 150, T-50, Amber malt, Red ale, Flaked oats, Special B, Cara 300, Dark sugar

Hops: Columbus, Magnum, Ekuanot, Northern Brewer",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/gone-camping.png
뽀할라 바나나,Põhjala Banaananen,Beer,에스토니아,13.5%,"A rum BA Imperial Stout.

Taste: An explosion of sweet, overripe banana plucked straight from the fruit bowl mixes with hints of coffee and sweet Caribbean rum all layered on top of a smooth malt base. Oaky tannins and just a hint of lingering hoppy bitterness joins in, leaving you with an insanely decadent, dessert like finish.

Appearance: Jet black with a dark brown head.

Nose: Sweet freshly baked chocolate banana bread, fruity aged rum and molasses mix with subtle hints of smoke and foam banana sweets. Caramelised bananas foster and hints of warming mixed spice lure you into your first sip.

Malts: Pilsner, Pilsner zero, Munich malt, Flaked oats, Rye malt, Caramel Pale, Carafa 2 special, Chocolate rye, Cara 150, Peated malt, Special B, Carafa 2, Oat malt, Amber malt, Caramel 150, Demerara sugar

Hops: Columbus, Chinook, Southern Passion",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/banaananen.png
뽀할라 다크 타임즈,Põhjala Dark Times,Beer,에스토니아,12%,"A sweet Imperial Stout aged in a blend of Pedro Ximenez sherry and American Rye Whiskey barrels.

Taste: Sweet sherry and dark chocolate jumps onto the tongue with raisins and dried figs following as the glass warms. Cloves, ginger and pralines slide down with just a hint of fondant icing before finally smooth anise with vinous notes of cherry wine remains on the tongue until the next sip.

Appearance: Jet black with a brief brown head.

Nose: Toasted walnuts and raisins join with rich dark chocolate and pomegranate molasses, finishing with just a hint of allspice.

Malts: Pale malt, Munich malt, Carafa 2, Carafa special type 2, Dark chocolate malt, Chocolate rye malt, Golden naked oats, Cara pale, Brown malt, Aromatic malt, Cara 150, Cara 300, Flaked oats

Hops: Chinook, Warrior, Southern promise, Columbus, Northern Brewer, Demerara sugar",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/dark-times.png
